,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
218,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-03,1968-03-01,27.3153871088083,27.3153871088083,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
219,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-04,1968-04-01,27.3871403937824,27.3871403937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
220,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-05,1968-05-01,27.3871403937824,27.3871403937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
221,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-06,1968-06-01,27.1479496787565,27.1479496787565,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
222,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-07,1968-07-01,27.1479496787565,27.1479496787565,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
223,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-08,1968-08-01,27.3871403937824,27.3871403937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
224,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-09,1968-09-01,28.0090283937824,28.0090283937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
225,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-10,1968-10-01,28.0329494300518,28.0329494300518,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
226,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-11,1968-11-01,28.1047125388601,28.1047125388601,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
227,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1968-12,1968-12-01,27.9851171813471,27.9851171813471,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
228,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-01,1969-01-01,28.0807915025907,28.0807915025907,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
229,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-02,1969-02-01,28.0807915025907,28.0807915025907,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
230,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-03,1969-03-01,28.3678144663212,28.3678144663212,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
231,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-04,1969-04-01,28.654847253886,28.654847253886,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
232,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-05,1969-05-01,28.6787584663212,28.6787584663212,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
233,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-06,1969-06-01,28.7266005388601,28.7266005388601,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
234,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-07,1969-07-01,29.085386611399,29.085386611399,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
235,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-08,1969-08-01,29.3484885388601,29.3484885388601,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
236,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-09,1969-09-01,29.5637582176166,29.5637582176166,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
237,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-10,1969-10-01,29.707274611399,29.707274611399,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
238,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-11,1969-11-01,29.587679253886,29.587679253886,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
239,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1969-12,1969-12-01,29.7790278963731,29.7790278963731,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
240,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-01,1970-01-01,30.2574093264249,30.2574093264249,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
241,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-02,1970-02-01,30.3556476683938,30.3556476683938,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
242,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-03,1970-03-01,30.6503626943005,30.6503626943005,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
243,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-04,1970-04-01,30.9450777202073,30.9450777202073,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
244,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-05,1970-05-01,30.7486010362694,30.7486010362694,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
245,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-06,1970-06-01,30.7486010362694,30.7486010362694,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
246,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-07,1970-07-01,30.7486010362694,30.7486010362694,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
247,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-08,1970-08-01,30.6503626943005,30.6503626943005,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
248,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-09,1970-09-01,31.239792746114,31.239792746114,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
249,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-10,1970-10-01,31.7309844559585,31.7309844559585,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
250,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-11,1970-11-01,31.7309844559585,31.7309844559585,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
251,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1970-12,1970-12-01,31.9274611398964,31.9274611398964,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
252,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-01,1971-01-01,32.2221761658031,32.2221761658031,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
253,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-02,1971-02-01,32.2221761658031,32.2221761658031,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
254,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-03,1971-03-01,32.320414507772,32.320414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
255,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-04,1971-04-01,32.7133678756477,32.7133678756477,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
256,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-05,1971-05-01,32.8116062176166,32.8116062176166,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
257,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-06,1971-06-01,32.9098445595855,32.9098445595855,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
258,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-07,1971-07-01,32.9098445595855,32.9098445595855,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
259,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-08,1971-08-01,32.9098445595855,32.9098445595855,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
260,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-09,1971-09-01,33.6957512953368,33.6957512953368,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
261,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-10,1971-10-01,33.7939896373057,33.7939896373057,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
262,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-11,1971-11-01,33.499274611399,33.499274611399,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
263,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1971-12,1971-12-01,33.499274611399,33.499274611399,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
264,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-01,1972-01-01,33.499274611399,33.499274611399,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
265,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-02,1972-02-01,33.6957512953368,33.6957512953368,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
266,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-03,1972-03-01,33.9904663212435,33.9904663212435,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
267,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-04,1972-04-01,34.3834196891192,34.3834196891192,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
268,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-05,1972-05-01,34.4816580310881,34.4816580310881,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
269,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-06,1972-06-01,34.579896373057,34.579896373057,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
270,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-07,1972-07-01,34.579896373057,34.579896373057,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
271,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-08,1972-08-01,34.7763730569948,34.7763730569948,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
272,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-09,1972-09-01,34.9728497409326,34.9728497409326,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
273,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-10,1972-10-01,35.1693264248705,35.1693264248705,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
274,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-11,1972-11-01,35.1693264248705,35.1693264248705,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
275,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1972-12,1972-12-01,35.3658031088083,35.3658031088083,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
276,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-01,1973-01-01,35.7587564766839,35.7587564766839,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
277,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-02,1973-02-01,36.0534715025907,36.0534715025907,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
278,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-03,1973-03-01,36.9376165803109,36.9376165803109,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
279,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-04,1973-04-01,37.5270466321244,37.5270466321244,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
280,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-05,1973-05-01,38.2147150259067,38.2147150259067,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
281,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-06,1973-06-01,38.3129533678757,38.3129533678757,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
282,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-07,1973-07-01,38.6076683937824,38.6076683937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
283,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-08,1973-08-01,38.9023834196891,38.9023834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
284,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-09,1973-09-01,39.9830051813472,39.9830051813472,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
285,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-10,1973-10-01,40.179481865285,40.179481865285,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
286,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-11,1973-11-01,40.4741968911917,40.4741968911917,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
287,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1973-12,1973-12-01,41.8495336787565,41.8495336787565,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
288,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-01,1974-01-01,43.6178238341969,43.6178238341969,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
289,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-02,1974-02-01,44.9931606217617,44.9931606217617,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
290,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-03,1974-03-01,45.2878756476684,45.2878756476684,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
291,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-04,1974-04-01,46.4667357512953,46.4667357512953,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
292,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-05,1974-05-01,46.6632124352332,46.6632124352332,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
293,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-06,1974-06-01,46.859689119171,46.859689119171,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
294,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-07,1974-07-01,47.8420725388601,47.8420725388601,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
295,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-08,1974-08-01,48.3332642487047,48.3332642487047,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
296,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-09,1974-09-01,48.9226943005181,48.9226943005181,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
297,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-10,1974-10-01,50.1015544041451,50.1015544041451,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
298,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-11,1974-11-01,50.4945077720207,50.4945077720207,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
299,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1974-12,1974-12-01,50.6909844559585,50.6909844559585,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
300,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-01,1975-01-01,51.280414507772,51.280414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
301,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-02,1975-02-01,51.280414507772,51.280414507772,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
302,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-03,1975-03-01,51.7716062176166,51.7716062176166,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
303,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-04,1975-04-01,52.6557512953368,52.6557512953368,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
304,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-05,1975-05-01,52.9504663212435,52.9504663212435,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
305,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-06,1975-06-01,52.9504663212435,52.9504663212435,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
306,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-07,1975-07-01,53.0487046632124,53.0487046632124,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
307,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-08,1975-08-01,52.9504663212435,52.9504663212435,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
308,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-09,1975-09-01,54.1293264248705,54.1293264248705,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
309,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-10,1975-10-01,54.9152331606218,54.9152331606218,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
310,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-11,1975-11-01,54.620518134715,54.620518134715,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
311,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1975-12,1975-12-01,54.620518134715,54.620518134715,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
312,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-01,1976-01-01,55.7011398963731,55.7011398963731,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
313,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-02,1976-02-01,56.0940932642487,56.0940932642487,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
314,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-03,1976-03-01,56.2905699481865,56.2905699481865,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
315,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-04,1976-04-01,57.5676683937824,57.5676683937824,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
316,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-05,1976-05-01,57.8623834196891,57.8623834196891,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
317,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-06,1976-06-01,57.960621761658,57.960621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
318,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-07,1976-07-01,58.2553367875648,58.2553367875648,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
319,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-08,1976-08-01,57.960621761658,57.960621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
320,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-09,1976-09-01,59.3359585492228,59.3359585492228,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
321,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-10,1976-10-01,59.7289119170985,59.7289119170985,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
322,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-11,1976-11-01,59.7289119170985,59.7289119170985,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
323,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1976-12,1976-12-01,60.4165803108808,60.4165803108808,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
324,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1977-01,1977-01-01,61.0060103626943,61.0060103626943,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
325,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1977-02,1977-02-01,61.300725388601,61.300725388601,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
326,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1977-03,1977-03-01,61.5954404145078,61.5954404145078,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
327,monthly,IMF,CPI,Consumer Price Index (CPI),M.JP.PCPI_IX,"Monthly – Japan – Consumer Price Index, All items",1977-04,1977-04-01,62.6760621761658,62.6760621761658,M,JP,PCPI_IX,Monthly,Japan,"Consumer Price Index, All items"
